file_name,timestamp,txHashes,realTimestamp,end_timestamp,sender_shard,receiver_shard,sender,receiver,mini_block_hash,timestamp_difference,has_corresponding_AAT,is_affected_by_AAT
182,1714688874,beb697db0f7ff711bb8608e5dbdad76b2e0ba16c9401718b26fbb4f422b54a6c,1714688876,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,27,0,0
183,1714688874,3fa3837c6bef17cba088f367fc05dca749ba5bc1a7f10412ec8df3de9e6d83fb,1714688876,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,27,0,0
184,1714688874,d04e0696f2c569818f998ad49ce0505f70f52864167c0dfad5ab9e34c2d1cdc3,1714688876,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,39,0,0
185,1714688874,56bedf6de3bd786ce616430900ed600dd38c581d93a60a76ed1f5632c092d4f8,1714688876,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,39,0,0
186,1714688874,79bc4bcf33f14b3fd57c75ab33ca16a73c61c2cbe9b4b244066f23f9822b4c16,1714688876,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,39,0,0
187,1714688874,b0d0272014b52946586149cce2935895ecad2a7de4434e94c5dd042a61e78e0c,1714688876,1714688903,1,0,erd13x29rvmp4qlgn4emgztd8jgvyzdj0p6vn37tqxas3v9mfhq4dy7shalqrx,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,27,0,0
188,1714688874,6c6bbbcdc633f6291787c21b17753cdef63d7965dd86a3826cec0e687bf2dce3,1714688876,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,27,0,0
189,1714688874,b099b7f872e8a973fe65569bd2e4c8fe679a6c48765b6778f02204c66fc85e39,1714688876,1714688903,1,0,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,b34fb202a82c3ee694ccc83d19f0cd1041a4695fc1f7afcee5ae3ca4d5f28b5e,27,0,0
190,1714688874,7d1f1acae3615d74acd5b33291f05bb863fc643c3a8ff639f84f025ffa3c875a,1714688876,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,39,0,0
191,1714688874,0873ea1a1a4d76183503f95f3effb1d7e5f8478533c19e091b570953811b3524,1714688876,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,39,0,0
192,1714688874,5d1daf70eb2cf88119dc28abd2cf7578229846983b6f64b8a2c445360802e7ca,1714688876,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,39,0,0
193,1714688874,28b2c5e0ccf150453958a082adbcc3d6c93f8f2f5420b6f60993b645cf3609d4,1714688876,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,39,0,0
194,1714688874,b734ccf5be81659c3c2a0db2d50349b5f3da9fc0959994b44c37e5971e8fbce5,1714688876,1714688915,1,2,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1dc3yzxxeq69wvf583gw0h67td226gu2ahpk3k50qdgzzym8npltq7ndgha,a57f527fc8113190de924407e9b582d87fca8e6df738aadbf3c78a66ea42f4a3,39,0,0
195,1714688874,1d5f1c8761456a0fa6d3218601d16c2afed21490ead40743ac5efcfe235c9d6e,1714688876,1714688903,1,2,erd18tudnj2z8vjh0339yu3vrkgzz2jpz8mjq0uhgnmklnap6z33qqeszq2yn4,erd1fggp5ru0jhcjrp5rjqyqrnvhr3sz3v2e0fm3ktknvlg7mcyan54qzccnan,0ee242a33b3bc2c36500f1bfc1e1e7db9d3b48d52b7a1d40a496cb65c5383b0f,27,0,0
196,1714688874,f0c9856bccbe275d6789e1a1480c04f76d646c39e9ec36124ce4e299b2bb9e0c,1714688876,1714688915,1,0,erd1kyaqzaprcdnv4luvanah0gfxzzsnpaygsy6pytrexll2urtd05ts9vegu7,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,5160e13f9c3dc1eed80eed6963f8a7c75778d5c8db019525e796bdb1074d4f30,39,0,0
197,1714688874,358473137e9e2a43d3f44750206c18dd7b7e700e5468080d790b3c08a8ea3c6c,1714688876,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1spyavw0956vq68xj8y4tenjpq2wd5a9p2c6j8gsz7ztyrnpxrruqzu66jx,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,39,0,0
198,1714688874,dafff1c3166b5da13b3e2a9948a858e53c5a34d932c5175e9d83c4b42f03f78d,1714688876,1714688915,1,0,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1uv40ahysflse896x4ktnh6ecx43u7cmy9wnxnvcyp7deg299a4sq6vaywa,f7f2e307b6ac42ba139ad6fc9619ac9d8eaa3eb30a311643691d23bbb0eb5507,39,0,0
199,1714688874,2c5a571feabcecfb7fef65c43861ccc0eb05ed6b602857631f886ba389a311ca,1714688876,1714688915,1,2,erd1qyu5wthldzr8wx5c9ucg8kjagg0jfs53s8nr3zpz3hypefsdd8ssycr6th,erd1k2s324ww2g0yj38qn2ch2jwctdy8mnfxep94q9arncc6xecg3xaq6mjse8,8af27cc55185f397eb728a1f794e20eca3abc7566ee7e0d7fcce9c54b772ed58,39,0,0
